日期,权益,模型名称
2024-12-16,2000000.0,AI_KDJ
2024-12-17,1661500.113,AI_KDJ
2024-12-18,1995100.71,AI_KDJ
2024-12-19,1995100.71,AI_KDJ
2024-12-20,1771557.0136,AI_KDJ
