,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
1,2024-12-13,未知合约,CLOSE,2707.0,0,0.0,19.5012,1802238.7158,2707.0,0,1902898.2548,2710.0,0,88.4988
2,2024-12-16,未知合约,CLOSE,2710.0,0,0.0,39.587900000000005,1701808.0678999997,2710.0,0,1802238.7158,2717.0,0,179.4121
3,2024-12-17,未知合约,CLOSE,2713.0,0,0.0,59.730000000000004,1601209.2409999995,2713.0,0,1706208.0678999997,2681.0,0,380.27
4,2024-12-18,未知合约,CLOSE,2717.0,0,0.0,79.233,1496873.2300999996,2717.0,0,1548289.2409999995,2629.0,0,-6547.233
5,2024-12-19,未知合约,CLOSE,2673.0,0,0.0,98.48700000000001,1386640.6792999995,2673.0,0,1415033.2300999996,2633.0,0,-9584.487
6,2024-12-20,未知合约,CLOSE,2622.0,0,0.0,119.70000000000002,1389149.1052999995,2622.0,0,1411720.6792999995,2693.0,0,1248.3
,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
1,2024-12-13,未知合约,CLOSE,2707.0,0,0.0,19.5012,1802238.7158,2707.0,0,1902898.2548,2710.0,0,88.4988
2,2024-12-16,未知合约,CLOSE,2710.0,0,0.0,39.587900000000005,1701808.0678999997,2710.0,0,1802238.7158,2717.0,0,179.4121
3,2024-12-17,未知合约,CLOSE,2713.0,0,0.0,59.730000000000004,1601209.2409999995,2713.0,0,1706208.0678999997,2681.0,0,380.27
4,2024-12-18,未知合约,CLOSE,2717.0,0,0.0,79.233,1496873.2300999996,2717.0,0,1548289.2409999995,2629.0,0,-6547.233
5,2024-12-19,未知合约,CLOSE,2673.0,0,0.0,98.48700000000001,1386640.6792999995,2673.0,0,1415033.2300999996,2633.0,0,-9584.487
6,2024-12-20,未知合约,CLOSE,2622.0,0,0.0,119.70000000000002,1389149.1052999995,2622.0,0,1411720.6792999995,2693.0,0,1248.3
,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
1,2024-12-06,未知合约,CLOSE,2750.0,0,0.0,19.6524,1900970.5951999999,2750.0,0,1887670.1,2717.0,0,-1495.6524
2,2024-12-09,未知合约,CLOSE,2709.0,0,0.0,19.5516,1900950.9967999998,2709.0,0,1903850.5951999999,2742.0,0,448.4484
3,2024-12-10,未知合约,CLOSE,2722.0,0,0.0,19.681200000000004,1900931.2327999999,2722.0,0,1908150.9967999998,2735.0,0,808.3188
4,2024-12-11,未知合约,CLOSE,2745.0,0,0.0,19.738800000000005,1900911.5192,2745.0,0,1897331.2327999999,2711.0,0,-271.7388
5,2024-12-12,未知合约,CLOSE,2738.0,0,0.0,19.602000000000004,1900892.0288,2738.0,0,1891191.5192,2708.0,0,-1135.602
6,2024-12-13,未知合约,CLOSE,2707.0,0,0.0,19.5012,1900872.5167999999,2707.0,0,1901252.0288,2710.0,0,88.4988
7,2024-12-16,未知合约,CLOSE,2710.0,0,0.0,19.522800000000004,1998530.7499999998,2710.0,0,1900872.5167999999,2717.0,0,88.4772
,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
1,2024-12-06,未知合约,CLOSE,2750.0,0,0.0,19.6524,1900970.5951999999,2750.0,0,1887670.1,2717.0,0,-1495.6524
2,2024-12-09,未知合约,CLOSE,2709.0,0,0.0,19.5516,1900950.9967999998,2709.0,0,1903850.5951999999,2742.0,0,448.4484
3,2024-12-10,未知合约,CLOSE,2722.0,0,0.0,19.681200000000004,1900931.2327999999,2722.0,0,1908150.9967999998,2735.0,0,808.3188
4,2024-12-11,未知合约,CLOSE,2745.0,0,0.0,19.738800000000005,1900911.5192,2745.0,0,1897331.2327999999,2711.0,0,-271.7388
5,2024-12-12,未知合约,CLOSE,2738.0,0,0.0,19.602000000000004,1900892.0288,2738.0,0,1891191.5192,2708.0,0,-1135.602
6,2024-12-13,未知合约,CLOSE,2707.0,0,0.0,19.5012,1900872.5167999999,2707.0,0,1901252.0288,2710.0,0,88.4988
7,2024-12-16,未知合约,CLOSE,2710.0,0,0.0,19.522800000000004,1998530.7499999998,2710.0,0,1900872.5167999999,2717.0,0,88.4772
