策略名称,时间区间,初始资金,最终权益,胜率,总交易次数,盈亏比,胜率盈亏,盈利次数,亏损次数,年化单利,权益最大回撤,卡玛比率,最小权益,最大单笔盈利,最大单笔亏损,参数组
AI_KDJ,2024-12-16-2024-12-20,2000000,1771557.0136,33.33333333333333,3,1.85479797979798,0.9515993265993267,1,1,-575.6763257280002,16.924994350000006,-34.01338362798331,1661500.113,73450.0,-39600.0,"['atr_threshold=0.005', 'backtest_end_date=2024-12-20', 'backtest_start_date=2024-12-16', ""predict_dates=['20241216', '20241217', '20241218', '20241219', '20241220']"", 'predict_prices=[2990.  2950.  2949.8 3000.  3000.4]']"
AI_KDJ,2024-12-16-2024-12-20,2000000,1927012.3264000001,66.66666666666666,3,inf,inf,2,0,-183.92893747199963,4.773298179999995,-38.5328824087834,1904534.0364,24050.0,0,"['atr_threshold=0.005', 'backtest_end_date=2024-12-20', 'backtest_start_date=2024-12-16', ""predict_dates=['20241221', '20241222', '20241223', '20241224', '20241225']"", 'predict_prices=[2600.68902811 2600.75303135 2600.98970415 2601.17709552 2601.28126381]']"
